Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,UUID,Engagement Level,User Segment,User Value,Preferred Content Type,Primary Discovery Method,Categorized Mood,Satisfied with Podcast Variety
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time",recommendations,4,Several times a week,Health and Fitness,Conversational,Well known individuals,Both,Satisfied,dab471da-e644-40e9-9fe3-9bc00d57c850,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
35-60,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,Relaxation and stress relief,leisure time,Playlists,5,Rarely,Comedy,Interview,Well known individuals,Shorter,Ok,dae6adaf-64e8-4f13-b5d2-e3a911f7f4f6,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties",While Traveling,"recommendations, Playlists",5,Several times a week,Comedy,Conversational,Both,Shorter,Ok,5df1f4b7-a33d-4ebe-893a-82ac5b02e0cf,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Uplifting/Motivational",Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,47c5e855-6be4-489c-94f8-6428b2f2d127,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
35-60,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,5,Rarely,Food and cooking,Educational,Well known individuals,Shorter,Satisfied,4e4ee0a3-fc4e-4732-b34d-28c341b2a0f3,Moderately Engaged,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Electronic/Dance,Night,Relaxation and stress relief,leisure time,Playlists,5,Rarely,Comedy,Interview,Well known individuals,Shorter,Satisfied,5f5675b8-8b3a-48ae-873e-f86f0fe1c144,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Lifestyle and Health,Story telling,Both,Shorter,Ok,93ea5c63-e3f3-42b5-8532-9e6838f16540,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Night,Uplifting and motivational,"While Traveling, leisure time","Playlists, Radio",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,c54d8714-1219-4c87-bae1-794568511141,Moderately Engaged,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,3,Rarely,Lifestyle and Health,Educational,Well known individuals,Both,Satisfied,75a415c2-3e17-4031-9497-81fc62b11639,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Male,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling","recommendations, Playlists",1,Never,Unknown,Unknown,Unknown,Unknown,Ok,d9061b0e-a852-4bc4-904c-758c68b2dad6,Low Engagement,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Sadness/Melancholy",Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Ok,355017c1-2e81-4169-865e-b2b9e55585b9,Low Engagement,Emerging User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,2ea972c3-e93e-445e-81a6-8c29acc75836,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Varied,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Premium (paid subscription),Yes,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy",While Traveling,"recommendations, Playlists",5,Rarely,Comedy,Conversational,Well known individuals,Shorter,Satisfied,0eac0255-b3cb-436c-9308-ec4cfdaa2f10,Moderately Engaged,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Male,6 months to 1 year,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,classical,Morning,Relaxation and stress relief,"Study Hours, While Traveling, leisure time","recommendations, Playlists",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,c7e66f2e-d19a-4e67-ac95-7cf01b2f3d68,Low Engagement,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Playlists",3,Rarely,Comedy,Interview,Well known individuals,Shorter,Ok,172aedcf-1261-4afd-ae3f-be6b2b4ac3c0,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Playlists",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,405d5a47-f2c1-4134-8808-7ed7c75701f5,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,5,Daily,Comedy,Conversational,Well known individuals,Both,Very Satisfied,c673cacb-5357-42d0-b932-a1d72655e4a2,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5,Rarely,Lifestyle and Health,Story telling,Both,Both,Satisfied,6d405180-1971-47c7-b4ac-43d244313723,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party",Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,5,Rarely,Lifestyle and Health,Story telling,Both,Shorter,Ok,e6b5ee19-ce13-4147-9cb5-d902fdf69f95,Moderately Engaged,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,classical,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4,Once a week,Health and Fitness,Interview,Well known individuals,Shorter,Satisfied,74442e21-e0db-4f56-a2d4-20f2c90f00e9,Low Engagement,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Uplifting/Motivational",Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,classical,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,"recommendations, Playlists",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,05dd6217-7c6e-41ef-8789-37317094772f,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,47769f16-50c1-45a0-9ff1-f8a908d2de5e,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"Study Hours, While Traveling",Playlists,5,Rarely,Comedy,Story telling,Both,Shorter,Very Satisfied,298409c2-41f8-4728-ba3b-0c93febb223a,Low Engagement,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session",Playlists,5,Never,Unknown,Unknown,Both,Unknown,Dissatisfied,bb569747-30ce-469f-b01a-bfaa85474053,Moderately Engaged,Loyal User,Standard,Music,Playlists,Varied,Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,classical,Night,Relaxation and stress relief,"Office hours, While Traveling, Workout session",Playlists,5,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,a706f9cb-0a9e-4812-97e1-59f1cdb90d9b,Low Engagement,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,8314f1a9-712d-4679-8697-68f0364a42bc,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,Relaxation and stress relief,While Traveling,Others,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,bd6be97f-b5da-4816-94b8-be550f0c518c,Moderately Engaged,Emerging User,Standard,Music,Others,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,5,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,4eb26be5-20ad-4e46-b165-c9ded1116e5c,Moderately Engaged,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Male,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,Relaxation and stress relief,While Traveling,"recommendations, Radio",4,Daily,Lifestyle and Health,Educational,Well known individuals,Shorter,Very Satisfied,b98e1b74-4e0c-4eb1-b985-fe760aba7030,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Rock,Night,Relaxation and stress relief,leisure time,recommendations,2,Rarely,Comedy,Conversational,Well known individuals,Both,Ok,433be5a3-1fbd-4bb4-b610-346849b6a417,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, leisure time",recommendations,5,Several times a week,Lifestyle and Health,Conversational,Both,Shorter,Ok,e78d5f66-217f-4b04-95fc-1b13ccfd981e,Low Engagement,Loyal User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,Workout session,Others,2,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Dissatisfied,e2c33452-3aa1-498f-adb0-9f94260c6752,Moderately Engaged,New User,Standard,Music,Others,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Melody,Afternoon,Relaxation and stress relief,leisure time,recommendations,5,Once a week,Health and Fitness,Conversational,Both,Shorter,Satisfied,fbd3dd28-df37-43a2-adf0-444c70b55800,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Never,Food and cooking,Unknown,Unknown,Unknown,Ok,f8dc5cc1-4f5f-49a1-8622-e3098d31a5e6,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists",5,Never,Unknown,Unknown,Unknown,Unknown,Ok,5df46ffe-d781-46f1-ac48-da12a8ca30f6,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,3,Daily,Unknown,Educational,unknown Podcasters,Shorter,Ok,767d320a-f4d9-440c-9cb6-bad116258402,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Rap,Afternoon,"Relaxation and stress relief, Uplifting and motivational",While Traveling,Others,4,Daily,Unknown,Story telling,unknown Podcasters,Longer,Satisfied,af6788c3-9638-4557-8102-42f1718345ea,Moderately Engaged,Emerging User,Standard,Music,Others,"Relaxation/Stress Relief, Uplifting/Motivational",Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Morning,Relaxation and stress relief,"Office hours, Workout session",Others,3,Never,Unknown,Unknown,Unknown,Unknown,Very Dissatisfied,7827bd37-64c3-49c5-8303-30fb1cbce256,Low Engagement,Loyal User,Standard,Music,Others,Relaxation/Stress Relief,Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,While Traveling,recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,c623caf0-73ff-4ceb-879a-7cceecc43c45,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,Relaxation and stress relief,Workout session,recommendations,4,Daily,Sports,Unknown,Both,Shorter,Satisfied,7cf49b82-9643-4e26-adc7-90225609598e,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Morning,"Relaxation and stress relief, Sadness or melancholy",While Traveling,Playlists,4,Rarely,Unknown,Interview,Well known individuals,Longer,Satisfied,b1770d4c-15cb-4fe3-9480-5d960c5b2221,Moderately Engaged,Loyal User,Standard,Music,Playlists,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy",While Traveling,Playlists,5,Once a week,Comedy,Story telling,Both,Both,Very Satisfied,5a73794c-82b2-4c08-a580-8d8d53e879ff,Moderately Engaged,Emerging User,Standard,Music,Playlists,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,"Study Hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,c0b4c03a-226d-4ec1-81d7-fdcb7683402a,Low Engagement,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,Less than 6 months,Smartphone,Premium (paid subscription),No,Duo plan- Rs 149/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,5,Never,Unknown,Unknown,Unknown,Unknown,Very Dissatisfied,93ad38c0-be7b-43a3-a8d8-45fbf9b934e7,Moderately Engaged,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,classical,Night,Uplifting and motivational,"While Traveling, Workout session",recommendations,4,Several times a week,Comedy,Story telling,Both,Shorter,Satisfied,aba77299-5935-46a6-a514-684e27c6f799,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Uplifting/Motivational,Satisfied
